comment,language,platform,emotion,stance,label
"আন্দোলনের নামে যারা গুজব ছড়াচ্ছে, তাদের দ্রুত চিহ্নিত করা দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার দেশের স্বার্থ রক্ষায় যথাযথ ব্যবস্থা নিচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা সহিংসতা সৃষ্টি করছে, তাদের দমন করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা দেশের স্থিতিশীলতা নষ্ট করতে চায়, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নেওয়া উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনের নামে যারা গুজব ছড়াচ্ছে, তারা দেশের শত্রু।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকারের পদক্ষেপের ফলে সহিংসতা কমে এসেছে, এটি জনগণের জন্য স্বস্তিদায়ক।",Bangla,Facebook,Hope,Anti-Uprising,Negative
"আন্দোলনকারীদের মধ্যে যারা বিশৃঙ্খলা সৃষ্টি করছে, তাদের শাস্তি নিশ্চিত করা দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা আন্দোলনের নামে সহিংসতা উসকে দিচ্ছে, তাদের কঠোর শাস্তি দিতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার জনগণের শান্তির জন্য কঠোর সিদ্ধান্ত নিচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনের নামে সাধারণ মানুষকে হয়রানি করছে, তাদের চিহ্নিত করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা গুজব ছড়িয়ে দেশকে অস্থিতিশীল করতে চায়, তাদের দমন করা জরুরি।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার আইনশৃঙ্খলা রক্ষায় কঠোর ব্যবস্থা নিচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা অপপ্রচার চালাচ্ছে, তাদের কঠোর শাস্তি দেওয়া উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা আন্দোলনকে বিশৃঙ্খলার দিকে ঠেলে দিচ্ছে, তাদের বিরুদ্ধে ব্যবস্থা নেওয়া প্রয়োজন।",Bangla,Facebook,Fear,Pro-Uprising,Negative
সরকারের কঠোর পদক্ষেপের ফলে জনজীবন স্বাভাবিক হচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনের নামে সহিংসতা করছে, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নিতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনের নামে যারা সাধারণ মানুষকে বিভ্রান্ত করছে, তাদের চিহ্নিত করা দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা আন্দোলনের নামে রাষ্ট্রবিরোধী কর্মকাণ্ড চালাচ্ছে, তাদের দ্রুত আটকানো উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকারের কঠোর পদক্ষেপের ফলে দেশের আইনশৃঙ্খলা পরিস্থিতি স্বাভাবিক হচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা সহিংসতা সৃষ্টি করছে, তাদের কঠোর শাস্তি হওয়া দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা দেশের শান্তি নষ্ট করতে চায়, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নিতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার জনগণের স্বার্থ রক্ষায় যথাযথ ব্যবস্থা নিচ্ছে, এটি সবার বোঝা উচিত।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনের নামে বিশৃঙ্খলা সৃষ্টি করছে, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নিতে হবে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
সরকারের কঠোর পদক্ষেপের কারণে সহিংসতা অনেকটাই নিয়ন্ত্রণে এসেছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা গুজব ছড়াচ্ছে, তাদের চিহ্নিত করে শাস্তি নিশ্চিত করা দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা আন্দোলনকে রাজনৈতিক হাতিয়ার হিসেবে ব্যবহার করছে, তাদের বিচারের আওতায় আনা উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার দেশের স্থিতিশীলতা রক্ষায় কঠোর পদক্ষেপ নিচ্ছে, যা সবার জন্য জরুরি।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা সহিংসতা ছড়াচ্ছে, তাদের দৃষ্টান্তমূলক শাস্তি হওয়া প্রয়োজন।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা সরকারের বিরুদ্ধে মিথ্যা প্রচারণা চালাচ্ছে, তাদের দ্রুত চিহ্নিত করতে হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনকারীদের মধ্যে যারা বিশৃঙ্খলা সৃষ্টি করছে, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নেওয়া উচিত।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"যারা দেশের শান্তি নষ্ট করছে, তারা মূলত ষড়যন্ত্রের অংশ, তাদের মুখোশ উন্মোচন করতে হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকারের কড়া পদক্ষেপের ফলে দেশের আইনশৃঙ্খলা পরিস্থিতি স্বাভাবিক হচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা রাজনৈতিক স্বার্থ হাসিল করতে চায়, তাদের বিরুদ্ধে ব্যবস্থা নেওয়া উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকারের কঠোর পদক্ষেপের ফলে আন্দোলনের সহিংসতা অনেকটাই কমে এসেছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনের নামে জনগণের জানমালের ক্ষতি করছে, তাদের কঠোর শাস্তি হওয়া দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনের পেছনে যারা ষড়যন্ত্র করছে, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নেওয়া উচিত।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা গুজব ছড়িয়ে জনগণকে বিভ্রান্ত করছে, তাদের দ্রুত চিহ্নিত করা দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার দেশের নিরাপত্তা নিশ্চিত করতে প্রয়োজনীয় পদক্ষেপ গ্রহণ করেছে।,Bangla,Facebook,Fear,Anti-Uprising,Negative
"যারা আন্দোলনকে সহিংসতার দিকে নিয়ে যাচ্ছে, তাদের শাস্তি হওয়া উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনের নামে যারা রাষ্ট্রবিরোধী কর্মকাণ্ড করছে, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা সরকারের উন্নয়ন বাধাগ্রস্ত করতে চায়, তারা দেশের শত্রু।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"সরকার জনগণের শান্তির জন্য যথাযথ পদক্ষেপ নিচ্ছে, যা সবার মেনে নেওয়া উচিত।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনকারীদের মধ্যে যারা সহিংসতার উস্কানি দিচ্ছে, তাদের কঠোর শাস্তি হওয়া দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা আন্দোলনের নামে সাধারণ জনগণকে হয়রানি করছে, তাদের শাস্তি নিশ্চিত করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকারের কঠোর সিদ্ধান্তের ফলে আন্দোলনের সহিংসতা অনেকটাই কমে এসেছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনকারীদের মধ্যে যারা অপরাধ করছে, তাদের কঠোর শাস্তির আওতায় আনতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা আন্দোলনের নামে সরকারের ভাবমূর্তি নষ্ট করতে চাচ্ছে, তাদের বিরুদ্ধে ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকার আইনশৃঙ্খলা রক্ষায় কোনো ধরনের ছাড় দেবে না।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা রাষ্ট্রের বিরুদ্ধে ষড়যন্ত্র করছে, তাদের চিহ্নিত করতে হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকার আন্দোলনকারীদের সহিংসতা বন্ধে কঠোর অবস্থানে রয়েছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা দেশের উন্নয়ন ব্যাহত করতে চায়, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নিতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকারের কঠোর পদক্ষেপ দেশের জনগণের স্বার্থে নেওয়া হয়েছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা সহিংসতা ছড়াচ্ছে, তাদের চিহ্নিত করা দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার সহিংসতা বন্ধে দ্রুত ব্যবস্থা নিচ্ছে, যা দেশের জন্য ভালো।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনের নামে বিদেশি চক্রান্তে লিপ্ত, তাদের মুখোশ উন্মোচন করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনকারীদের মধ্যে যারা জনগণের জানমালের ক্ষতি করছে, তাদের শাস্তি হওয়া উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা দেশের বিরুদ্ধে ষড়যন্ত্র করছে, তাদের চিহ্নিত করে শাস্তি দেওয়া দরকার।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"সরকার যে কঠোর ব্যবস্থা নিয়েছে, তা দেশের স্বার্থে অত্যন্ত গুরুত্বপূর্ণ।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা দেশকে অস্থিতিশীল করতে চায়, তাদের বিরুদ্ধে কঠোর পদক্ষেপ নিতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার আন্দোলনকারীদের বিরুদ্ধে আইনানুগ ব্যবস্থা নিতে প্রস্তুত।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনের নামে সরকারের বিরুদ্ধে অপপ্রচার চালাচ্ছে, তাদের শাস্তি নিশ্চিত করা দরকার।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা সাধারণ জনগণকে হয়রানি করছে, তাদের দৃষ্টান্তমূলক শাস্তি হওয়া প্রয়োজন।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার আইনশৃঙ্খলা পরিস্থিতি স্বাভাবিক রাখতে কঠোর অবস্থানে রয়েছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা সহিংসতা উসকে দিচ্ছে, তাদের কঠোর শাস্তি নিশ্চিত করা দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার দেশের স্বার্থ রক্ষায় যথাযথ ব্যবস্থা নিচ্ছে, যা সবার বোঝা উচিত।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনের নামে সাধারণ মানুষের জানমালের ক্ষতি করছে, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার যেভাবে পরিস্থিতি সামাল দিচ্ছে, তা দেশবাসীর জন্য স্বস্তিদায়ক।",Bangla,Facebook,Hope,Anti-Uprising,Negative
"আন্দোলনের নামে যারা রাজনৈতিক ফায়দা লুটতে চাচ্ছে, তাদের চিহ্নিত করা দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা আন্দোলনকারীদের উসকে দিচ্ছে, তারা মূলত দেশবিরোধী শক্তি।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকারের কঠোর পদক্ষেপের ফলে জনগণ স্বস্তি পাচ্ছে।,Bangla,Facebook,Hope,Anti-Uprising,Negative
"যারা আন্দোলনের নামে সহিংসতা করছে, তাদের দ্রুত আইনের আওতায় আনা উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনের নামে যারা জনগণের জানমাল হুমকির মুখে ফেলছে, তাদের দমন করতে হবে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
সরকার আন্দোলনের নামে বিশৃঙ্খলা সৃষ্টিকারীদের বিরুদ্ধে কঠোর অবস্থান নিয়েছে।,Bangla,Facebook,Fear,Anti-Uprising,Negative
"যারা সরকারের বিরুদ্ধে মিথ্যা প্রচারণা চালাচ্ছে, তাদের দৃষ্টান্তমূলক শাস্তি হওয়া উচিত।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা গুজব ছড়াচ্ছে, তাদের বিরুদ্ধে আইনি ব্যবস্থা নিতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"ছাত্র আন্দোলনের নামে যারা বিশৃঙ্খলা সৃষ্টি করছে, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"সরকার শান্তি বজায় রাখতে বদ্ধপরিকর, কেউ অরাজকতা সৃষ্টি করলে ছাড় পাবে না।",Bangla,Facebook,Fear,Anti-Uprising,Negative
"যারা বিদেশি ষড়যন্ত্রের অংশ হয়ে দেশে অস্থিতিশীলতা সৃষ্টি করতে চায়, তাদের মুখোশ উন্মোচন করা হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা জনগণের জানমালের ক্ষতি করছে, তাদের কঠোর শাস্তি দেওয়া উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকারের বিরুদ্ধে অপপ্রচার রুখতে সবাইকে সচেতন হতে হবে, গুজব ছড়ানো সহ্য করা হবে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা ছাত্র আন্দোলনকে রাজনৈতিক স্বার্থে ব্যবহার করছে, তাদের দৃষ্টান্তমূলক শাস্তি দেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনকারীদের সহিংস কর্মকাণ্ড কোনোভাবেই বরদাস্ত করা হবে না, সরকার কঠোর পদক্ষেপ নেবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
দেশের শান্তি বিনষ্টের ষড়যন্ত্র মোকাবিলা করতে সরকার প্রস্তুত রয়েছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"গুম ও খুনের অভিযোগ রাজনৈতিক অপপ্রচার ছাড়া আর কিছু নয়, সরকার এ ধরনের মিথ্যাচার সহ্য করবে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনকে ব্যবহার করে যারা রাষ্ট্রবিরোধী কার্যকলাপ করছে, তাদের শাস্তি নিশ্চিত করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা আন্দোলনের নামে দেশকে ধ্বংসের দিকে ঠেলে দিতে চায়, তাদের চিহ্নিত করে কঠোর ব্যবস্থা নিতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার জনস্বার্থ রক্ষায় প্রয়োজনীয় সব ব্যবস্থা নিচ্ছে, যারা বিশৃঙ্খলা সৃষ্টি করবে, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Fear,Anti-Uprising,Negative
"ছাত্র আন্দোলনের নামে যারা সহিংসতা করছে, তারা দেশ ও জাতির শত্রু, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নিতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার শান্তিপূর্ণ পরিবেশ নিশ্চিত করতে আইনানুগ পদক্ষেপ নেবে, বিশৃঙ্খলাকারীদের কোনো ছাড় দেওয়া হবে না।",Bangla,Facebook,Fear,Anti-Uprising,Negative
"যারা আন্দোলনকারীদের দিয়ে সহিংসতা ছড়াতে চায়, তাদের মুখোশ উন্মোচন করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
আন্দোলনের আড়ালে গোপন চক্রান্তকারীদের চিহ্নিত করে কঠোর ব্যবস্থা নেওয়া হবে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"গুজব ও অপপ্রচার ছড়ানো বন্ধ করতে প্রয়োজনীয় পদক্ষেপ নেওয়া হবে, বিভ্রান্তি সৃষ্টি করলে কঠোর শাস্তি পেতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার জনগণের জানমাল রক্ষায় দৃঢ় প্রতিজ্ঞ, কেউ সহিংসতা সৃষ্টি করলে কঠোর ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"ছাত্র আন্দোলনকে ব্যবহার করে যারা রাজনৈতিক স্বার্থ হাসিল করতে চায়, তাদের শাস্তি নিশ্চিত করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা সরকারের বিরুদ্ধে ভিত্তিহীন অভিযোগ তুলছে, তারা প্রকৃতপক্ষে ষড়যন্ত্রকারী, তাদের শাস্তি দিতে হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনকারীদের নামে যারা গুজব ছড়িয়ে জনমনে আতঙ্ক সৃষ্টি করছে, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নিতে হবে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"সরকার শান্তি বজায় রাখতে আইন প্রয়োগ করবে, কেউ সহিংসতা করলে কঠোর শাস্তি পাবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
আন্দোলনের পেছনে লুকিয়ে থাকা ষড়যন্ত্রকারীদের দ্রুত চিহ্নিত করা হবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"গুজব ছড়িয়ে যারা সরকারকে বিপাকে ফেলতে চায়, তাদের মোকাবিলা করা হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"শেখ হাসিনার নেতৃত্বে দেশ এগিয়ে যাবে, আন্দোলনের নামে বিশৃঙ্খলা কোনোভাবেই সহ্য করা হবে না।",Bangla,Facebook,Hope,Pro-Uprising,Negative
"আন্দোলনকারীদের মধ্যে যারা বিশৃঙ্খলা সৃষ্টির চেষ্টা করছে, তাদের কঠোর শাস্তি নিশ্চিত করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার আন্দোলনকারীদের অধিকার রক্ষা করবে, তবে সহিংসতা বরদাস্ত করবে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা বিশৃঙ্খলা সৃষ্টির চেষ্টা করছে, তারা জনগণের শত্রু।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"শান্তিপূর্ণ আন্দোলনের নামে যারা ধ্বংসযজ্ঞ চালাচ্ছে, তাদের বিরুদ্ধে দ্রুত আইনানুগ ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার গুজব ও অপপ্রচারের বিরুদ্ধে কঠোর অবস্থানে রয়েছে, কেউ বিভ্রান্তি সৃষ্টি করলে ছাড় পাবে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনকারীদের নিরাপত্তা নিশ্চিত করতে সরকার বদ্ধপরিকর, কিন্তু বিশৃঙ্খলাকারীদের কঠোর শাস্তি পেতে হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা বিদেশি শক্তির ইন্ধনে দেশে অস্থিরতা সৃষ্টি করছে, তাদের চিহ্নিত করে কঠোর ব্যবস্থা নিতে হবে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"সরকারের বিরুদ্ধে ষড়যন্ত্রের অংশ হিসেবে আন্দোলনকে সহিংস করা হচ্ছে, যা কোনোভাবেই মেনে নেওয়া হবে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
ছাত্র আন্দোলনের নামে কেউ সহিংসতা করলে তাকে কঠোর শাস্তি দেওয়া হবে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"দেশের স্বার্থে সরকার গুজব রোধে কার্যকর ব্যবস্থা নিচ্ছে, কেউ বিভ্রান্তি সৃষ্টি করলে কঠোর শাস্তি পাবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা সরকারি স্থাপনায় হামলা চালাচ্ছে, তাদের কঠোর শাস্তির আওতায় আনা হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা দেশের শৃঙ্খলা নষ্ট করতে চায়, তাদের চিহ্নিত করে আইনানুগ ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
গুজব ও অপপ্রচার ছড়ানো বন্ধ করতে সরকার কঠোর পদক্ষেপ নেবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনকারীদের মধ্য থেকে যারা সহিংসতা উস্কে দিচ্ছে, তাদের শাস্তি নিশ্চিত করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকারের বিরুদ্ধে ভিত্তিহীন অভিযোগ করে যারা জনমনে বিভ্রান্তি সৃষ্টি করছে, তাদের কঠোর শাস্তি দেওয়া হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
শান্তিপূর্ণ আন্দোলনকে নষ্ট করার ষড়যন্ত্র সরকার বরদাস্ত করবে না।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা অপরাধ করছে, তাদের শাস্তি পেতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার আইনশৃঙ্খলা রক্ষায় সব ধরনের পদক্ষেপ নেবে, কেউ সহিংসতা করলে ছাড় পাবে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"গুজব ও অপপ্রচার ছড়ানোর মাধ্যমে যারা অরাজকতা সৃষ্টি করতে চায়, তাদের কঠোর শাস্তি দেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনের নামে যারা পুলিশের ওপর হামলা চালাচ্ছে, তাদের চিহ্নিত করে আইনের আওতায় আনা হবে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"সরকারের উন্নয়ন কার্যক্রম ব্যাহত করতে যারা আন্দোলনকে হাতিয়ার হিসেবে ব্যবহার করছে, তাদের কঠোর শাস্তি দিতে হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনকারীদের মধ্যে যারা সাধারণ জনগণকে হয়রানি করছে, তাদের দৃষ্টান্তমূলক শাস্তি দেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার আন্দোলনকারীদের অধিকার রক্ষা করলেও সহিংসতা বরদাস্ত করবে না।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা সরকারের বিরুদ্ধে ষড়যন্ত্র করছে, তাদের দ্রুত আইনের আওতায় আনতে হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা সহিংসতা করছে, তাদের কঠোরভাবে দমন করা হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার দেশের শান্তি বজায় রাখতে সব ধরনের প্রয়োজনীয় ব্যবস্থা নেবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"গুজব ছড়িয়ে যারা সরকারের ভাবমূর্তি নষ্ট করতে চাচ্ছে, তাদের কঠোর শাস্তির আওতায় আনতে হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা বিদেশি ষড়যন্ত্রের অংশ হয়ে কাজ করছে, তাদের কঠোর শাস্তি দেওয়া হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"সরকারের উন্নয়নে যারা বাধা দিচ্ছে, তাদের দ্রুত চিহ্নিত করে ব্যবস্থা নিতে হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"দেশের স্থিতিশীলতা রক্ষায় সরকার শক্ত অবস্থানে থাকবে, কেউ বিশৃঙ্খলা করলে কঠোর ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Fear,Anti-Uprising,Negative
"যারা আন্দোলনের নামে সহিংসতা চালাচ্ছে, তাদের কঠোর শাস্তি দেওয়া উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার শান্তিপূর্ণ উপায়ে সমস্যা সমাধানের চেষ্টা করছে, কিন্তু সহিংসতা কোনোভাবেই সহ্য করা হবে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"গুজব ও অপপ্রচারের বিরুদ্ধে সরকার কঠোর ব্যবস্থা নেবে, কেউ দেশবিরোধী কাজ করলে ছাড় পাবে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা সহিংসতা ছড়াচ্ছে, তাদের কঠোরভাবে দমন করা হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
গুজব ছড়িয়ে সরকারকে কলঙ্কিত করার অপচেষ্টা কোনোভাবেই বরদাস্ত করা হবে না।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"ছাত্র আন্দোলনকে ব্যবহার করে যারা রাজনৈতিক ফায়দা লুটতে চাইছে, তারা ধরা পড়বে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার কোনো ধরনের বিশৃঙ্খলা সহ্য করবে না, প্রয়োজন হলে কঠোর ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Fear,Anti-Uprising,Negative
"যারা জনগণের নিরাপত্তা বিপন্ন করছে, তাদের দ্রুত গ্রেপ্তার করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনকারীদের মধ্যে যারা সহিংস কার্যক্রমে লিপ্ত, তাদের কঠোর শাস্তি নিশ্চিত করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
ছাত্র আন্দোলনের পেছনে থাকা ষড়যন্ত্রকারীদের শনাক্ত করে আইনের আওতায় আনা হবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকার শান্তি বজায় রাখতে প্রতিটি পদক্ষেপ নেবে এবং কেউ বিশৃঙ্খলা সৃষ্টি করলে তার ফল ভোগ করবে।,Bangla,Facebook,Fear,Anti-Uprising,Negative
"যারা আন্দোলনের নামে রাষ্ট্রের বিরুদ্ধে ষড়যন্ত্র করছে, তাদের মুখোশ উন্মোচন করা হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকার আন্দোলনের নামে গুজব রটনাকারীদের কঠোরভাবে দমন করবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের আড়ালে যারা সহিংসতা উস্কে দিচ্ছে, তাদের কঠোর শাস্তির ব্যবস্থা করা হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার রাষ্ট্রদ্রোহীদের বিরুদ্ধে কঠোর পদক্ষেপ গ্রহণ করবে, এতে কোনো ছাড় দেওয়া হবে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনকে সহিংসতার দিকে নিয়ে যাচ্ছে, তাদের দ্রুত গ্রেপ্তার করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
